formation,holding,quantile,residualize,spread_mult,rebalance_every,tier,n_periods,avg_names,gross_sharpe,net_sharpe,gross_mean_bps,net_mean_bps,gross_ann_return,net_ann_return,avg_turnover,avg_cost_bps,mean_ic,net_max_drawdown,hit_rate
3,24,0.3,demean,0.5,24,T1_liquid,311,59.067524115755624,-0.4282551353687323,-1.114844256241728,-9.457102755842136,-24.594484977464507,-0.0862960626470595,-0.22442467541936365,1.3968616164033747,15.137382221622373,-0.008119112059176443,-0.5522529190362097,0.4630225080385852
3,24,0.3,demean,0.5,24,T2_mid,311,58.758842443729904,0.03810392563725012,-0.8571561942642195,0.855463746253784,-19.245365726373773,0.007806106684565778,-0.17561396225316067,1.4449140646808958,20.100829472627563,-0.029772311603811486,-0.5093632784134684,0.4790996784565916
3,24,0.3,demean,0.5,24,T3_illiquid,311,58.559485530546624,1.1495988467041813,-0.11129982520788112,25.945623307214202,-2.5138081899559954,0.2367538126783296,-0.022938499733348456,1.4455802478095392,28.459431497170197,-0.05653421590075332,-0.29903051846065076,0.43729903536977494
3,24,0.3,none,0.5,24,T1_liquid,311,59.067524115755624,-0.4282551353687323,-1.114844256241728,-9.457102755842136,-24.594484977464507,-0.0862960626470595,-0.22442467541936365,1.3968616164033747,15.137382221622373,-0.008119112059176443,-0.5522529190362097,0.4630225080385852
3,24,0.3,none,0.5,24,T2_mid,311,58.758842443729904,0.03810392563725012,-0.8571561942642195,0.855463746253784,-19.245365726373773,0.007806106684565778,-0.17561396225316067,1.4449140646808958,20.100829472627563,-0.029772311603811486,-0.5093632784134684,0.4790996784565916
3,24,0.3,none,0.5,24,T3_illiquid,311,58.559485530546624,1.1495988467041813,-0.11129982520788112,25.945623307214202,-2.5138081899559954,0.2367538126783296,-0.022938499733348456,1.4455802478095392,28.459431497170197,-0.05653421590075332,-0.29903051846065076,0.43729903536977494
6,3,0.1,demean,0.5,3,T1_liquid,2486,19.045856798069188,0.29944900894069704,-1.7901388362325061,1.9015837568611103,-11.37085995824652,0.13881561425086106,-0.830072776951996,1.2332705575465028,13.27244371510763,-0.020440582806888225,-0.9595869204993499,0.47023330651649237
6,3,0.1,demean,0.5,3,T2_mid,2486,18.983105390185035,2.0881554418570487,-0.9184815030132332,12.406604953407012,-5.462610029646718,0.9056821615987118,-0.3987705321642104,1.3003380402113305,17.869214983053727,-0.04201629702151432,-0.8342356086238076,0.500402252614642
6,3,0.1,demean,0.5,3,T3_illiquid,2486,18.942880128720837,2.5778452484289,-2.475860022515261,13.84242919338672,-13.32173779143971,1.0104973311172305,-0.9724868587750988,1.3669631320677176,27.16416698482643,-0.06803754855353321,-0.9736831507396324,0.4686242960579244
6,3,0.1,none,0.5,3,T1_liquid,2486,19.045856798069188,0.29944900894069704,-1.7901388362325061,1.9015837568611103,-11.37085995824652,0.13881561425086106,-0.830072776951996,1.2332705575465028,13.27244371510763,-0.020440582806888225,-0.9595869204993499,0.47023330651649237
6,3,0.1,none,0.5,3,T2_mid,2486,18.983105390185035,2.0881554418570487,-0.9184815030132332,12.406604953407012,-5.462610029646718,0.9056821615987118,-0.3987705321642104,1.3003380402113305,17.869214983053727,-0.04201629702151432,-0.8342356086238076,0.500402252614642
6,3,0.1,none,0.5,3,T3_illiquid,2486,18.942880128720837,2.5778452484289,-2.475860022515261,13.84242919338672,-13.32173779143971,1.0104973311172305,-0.9724868587750988,1.3669631320677176,27.16416698482643,-0.06803754855353321,-0.9736831507396324,0.4686242960579244
6,3,0.2,demean,0.5,3,T1_liquid,2486,39.16492357200322,-0.06327470811701091,-3.0219480535032286,-0.2511035212415739,-12.003926949321857,-0.018330557050634896,-0.8762866673004954,1.0914800474035413,11.75282342808028,-0.020440582806888225,-0.9564547991397535,0.4565567176186645
6,3,0.2,demean,0.5,3,T2_mid,2486,39.02413515687852,1.7267485998313523,-2.512504130401898,6.4421669967694895,-9.384638562348231,0.4702781907641727,-0.6850786150514208,1.1495187634715485,15.826805559117721,-0.04201629702151432,-0.9119290227410624,0.45414320193081253
6,3,0.2,demean,0.5,3,T3_illiquid,2486,38.9195494770716,2.8365618410917937,-3.720319028197554,10.322877736878963,-13.569899394088234,0.7535700747921643,-0.9906026557684411,1.200456123627497,23.892777130967197,-0.06803754855353321,-0.9699324368837428,0.42075623491552694
6,3,0.2,none,0.5,3,T1_liquid,2486,39.16492357200322,-0.06327470811701091,-3.0219480535032286,-0.2511035212415739,-12.003926949321857,-0.018330557050634896,-0.8762866673004954,1.0914800474035413,11.75282342808028,-0.020440582806888225,-0.9564547991397535,0.4565567176186645
6,3,0.2,none,0.5,3,T2_mid,2486,39.02413515687852,1.7267485998313523,-2.512504130401898,6.4421669967694895,-9.384638562348231,0.4702781907641727,-0.6850786150514208,1.1495187634715485,15.826805559117721,-0.04201629702151432,-0.9119290227410624,0.45414320193081253
6,3,0.2,none,0.5,3,T3_illiquid,2486,38.9195494770716,2.8365618410917937,-3.720319028197554,10.322877736878963,-13.569899394088234,0.7535700747921643,-0.9906026557684411,1.200456123627497,23.892777130967197,-0.06803754855353321,-0.9699324368837428,0.42075623491552694
6,3,0.3,demean,0.5,3,T1_liquid,2486,59.05711987127916,-0.25006693900333626,-3.714250241259518,-0.7549845065336014,-11.232022689246545,-0.055113868976952904,-0.8199376563149978,0.972608406523465,10.477038182712944,-0.020440582806888225,-0.9429272199429052,0.4416733708769107
6,3,0.3,demean,0.5,3,T2_mid,2486,58.716814159292035,1.4733874685607844,-3.5156335041820843,4.136788687815651,-9.889263423759852,0.3019855742105425,-0.7219162299344692,1.0173594804947061,14.026052111575506,-0.04201629702151432,-0.9188662037576815,0.4469026548672566
6,3,0.3,demean,0.5,3,T3_illiquid,2486,58.50603378921963,2.736670502365091,-4.430788727790115,7.980058990638453,-12.946745511441788,0.582544306316607,-0.9451124223352506,1.0509675105246314,20.92680450208024,-0.06803754855353321,-0.9630486951706236,0.40386162510056317
6,3,0.3,none,0.5,3,T1_liquid,2486,59.05711987127916,-0.25006693900333626,-3.714250241259518,-0.7549845065336014,-11.232022689246545,-0.055113868976952904,-0.8199376563149978,0.972608406523465,10.477038182712944,-0.020440582806888225,-0.9429272199429052,0.4416733708769107
6,3,0.3,none,0.5,3,T2_mid,2486,58.716814159292035,1.4733874685607844,-3.5156335041820843,4.136788687815651,-9.889263423759852,0.3019855742105425,-0.7219162299344692,1.0173594804947061,14.026052111575506,-0.04201629702151432,-0.9188662037576815,0.4469026548672566
6,3,0.3,none,0.5,3,T3_illiquid,2486,58.50603378921963,2.736670502365091,-4.430788727790115,7.980058990638453,-12.946745511441788,0.582544306316607,-0.9451124223352506,1.0509675105246314,20.92680450208024,-0.06803754855353321,-0.9630486951706236,0.40386162510056317
6,6,0.1,demean,0.5,6,T1_liquid,1243,19.050683829444893,1.0449805955044433,-0.2985566693171437,14.081851276182832,-4.025289157576668,0.5139875715806733,-0.1469230542515484,1.6819629463233645,18.1071404337595,-0.0330528142980567,-0.6792835583067227,0.501206757843926
6,6,0.1,demean,0.5,6,T2_mid,1243,18.98793242156074,2.7369946325998873,0.8754757756102918,35.24055618355101,11.275811677085356,1.2862803006996117,0.41156712621361546,1.7434814760639379,23.964744506465642,-0.057078578925860074,-0.5704940607567088,0.5534995977473853
6,6,0.1,demean,0.5,6,T3_illiquid,1243,18.942880128720837,3.304970966650646,0.1582291545450612,37.339782646619234,1.7877534802572965,1.362902066601602,0.06525300202939133,1.791551476145201,35.552029166361926,-0.08859690062393502,-0.4097450660200521,0.5470635559131134
6,6,0.1,none,0.5,6,T1_liquid,1243,19.050683829444893,1.0449805955044433,-0.2985566693171437,14.081851276182832,-4.025289157576668,0.5139875715806733,-0.1469230542515484,1.6819629463233645,18.1071404337595,-0.0330528142980567,-0.6792835583067227,0.501206757843926
6,6,0.1,none,0.5,6,T2_mid,1243,18.98793242156074,2.7369946325998873,0.8754757756102918,35.24055618355101,11.275811677085356,1.2862803006996117,0.41156712621361546,1.7434814760639379,23.964744506465642,-0.057078578925860074,-0.5704940607567088,0.5534995977473853
6,6,0.1,none,0.5,6,T3_illiquid,1243,18.942880128720837,3.304970966650646,0.1582291545450612,37.339782646619234,1.7877534802572965,1.362902066601602,0.06525300202939133,1.791551476145201,35.552029166361926,-0.08859690062393502,-0.4097450660200521,0.5470635559131134
6,6,0.2,demean,0.5,6,T1_liquid,1243,39.17135961383749,1.1262791255932887,-0.9089547225898928,9.209040362265064,-7.441050880204675,0.3361299732226748,-0.27159835712747066,1.5456818608626475,16.65009124246974,-0.0330528142980567,-0.6772621563175605,0.4883346741753821
6,6,0.2,demean,0.5,6,T2_mid,1243,39.02654867256637,2.804348061438414,-0.0714408860886631,21.53854600296514,-0.548939180246212,0.7861569291082277,-0.02003628007898674,1.603489302387221,22.087485183211353,-0.057078578925860074,-0.4424953079940198,0.5108608205953339
6,6,0.2,demean,0.5,6,T3_illiquid,1243,38.921962992759454,3.513191541311301,-0.7659918190819212,27.07781241957768,-5.902573861002449,0.9883401533145852,-0.21544394592658941,1.6585381093556009,32.98038628058013,-0.08859690062393502,-0.6657711792583341,0.49316170555108607
