start_ms,end_ms,n_windows,duration_sec,dom_side,peak_burst,mean_imbalance,max_abs_move_z,event_ret,quote_volume,dir_agree_frac,start_utc
1777609680000,1777609740000,1,60,-1,162.28153164209124,-0.811540088919988,3.473369116033166,-0.0014409700163103834,38863546.7372541,1.0,2026-05-01 04:28:00
1777731900000,1777731960000,1,60,1,22.682846354380892,0.9013829401883174,4.709389107102041,0.0015957867858282793,4019234.8709837,1.0,2026-05-02 14:25:00
1777769220000,1777769280000,1,60,-1,8.012023809633527,-0.9252053811009087,4.155981460696544,-0.0011946592601354,833922.4765561,1.0,2026-05-03 00:47:00
1777806600000,1777806660000,1,60,1,20.586372133124502,0.9547581847050838,5.246636871507283,0.0014950777938940174,2091400.7035441,1.0,2026-05-03 11:10:00
1777841280000,1777841340000,1,60,-1,9.359769188827963,-0.9501066629532658,4.559492344601319,-0.0014215227974312405,1161136.6605071002,1.0,2026-05-03 20:48:00
1777866480000,1777866540000,1,60,1,14.098965918714551,0.8315492072636373,3.091361857397967,0.0014221148406725614,2561019.8899389,1.0,2026-05-04 03:48:00
1778004780000,1778004840000,1,60,1,15.08170192855403,0.9732034141833508,3.154308735542653,0.0013219822592018815,5540905.865558,1.0,2026-05-05 18:13:00
1778020980000,1778021040000,1,60,1,6.779796330959916,0.9244143260381414,3.141725601063612,0.0013479725842200363,2584030.2933987,1.0,2026-05-05 22:43:00
1778076240000,1778076300000,1,60,-1,25.730751850149403,-0.8333949338903116,3.8489754327168884,-0.0018296628292630013,12334595.514287902,1.0,2026-05-06 14:04:00
1778199540000,1778199600000,1,60,1,26.650055537023253,0.837090753570663,3.043221323323384,0.001307681720694731,10946147.612561,1.0,2026-05-08 00:19:00
1778351100000,1778351160000,1,60,1,6.024140128498549,0.9721975866030534,3.0580176337282463,0.0007321785936951208,1108659.2933397999,1.0,2026-05-09 18:25:00
1778366040000,1778366100000,1,60,1,8.423727317059832,0.8412479084057438,3.51148264596674,0.0007702835129093089,1486243.7080088,1.0,2026-05-09 22:34:00
1778407740000,1778407800000,1,60,1,9.6105582153995,0.8146242115608772,6.629699257572072,0.0013574366917690206,1638175.0236047,1.0,2026-05-10 10:09:00
1778407860000,1778407920000,1,60,-1,7.039659294198985,-0.8200042888657164,3.140782719935403,-0.0006527193836249889,1196403.3400325999,1.0,2026-05-10 10:11:00
1778408400000,1778408460000,1,60,1,6.493080420960463,0.9612920826376179,3.4274161784890795,0.0007144892170098949,1027331.4005327,1.0,2026-05-10 10:20:00
1778420640000,1778420700000,1,60,1,13.044116372211201,0.9721795829389501,3.0184094269010053,0.0006347199602436682,2010079.1166172998,1.0,2026-05-10 13:44:00
1778435220000,1778435280000,1,60,1,5.651290185088266,0.9505018517659708,3.3246355395453495,0.0007626493583123839,918330.6972795001,1.0,2026-05-10 17:47:00
1778435340000,1778435400000,1,60,-1,18.251194810286393,-0.8951615031846013,3.0848360538432433,-0.0007103150168502603,3060595.2850544,1.0,2026-05-10 17:49:00
1778444400000,1778444460000,1,60,1,7.687360733721944,0.86522394155874,5.758350262457216,0.0013732153319558904,1412506.8196869,1.0,2026-05-10 20:20:00
1778446620000,1778446680000,1,60,1,6.640988068468823,0.9134950144840659,3.3104614572341746,0.0008938523100030515,1261741.4442788998,1.0,2026-05-10 20:57:00
1778448000000,1778448060000,1,60,-1,8.177674596118084,-0.8654995186506235,4.125952703044157,-0.0011912929652140303,1664334.8732628003,1.0,2026-05-10 21:20:00
1778527380000,1778527440000,1,60,1,15.126926633615394,0.8170943134594671,5.014324775302781,0.0026706353986492015,6132379.754303801,1.0,2026-05-11 19:23:00
1778549700000,1778549760000,1,60,-1,15.427623817005966,-0.8940593486361313,3.180446163114885,-0.0013549459284649679,4532680.6258959,1.0,2026-05-12 01:35:00
1778923020000,1778923080000,1,60,-1,9.25319899377015,-0.8045232742880658,4.420450474474979,-0.0017953624256091816,2911699.142444,1.0,2026-05-16 09:17:00
1778979420000,1778979480000,1,60,-1,8.069703387980889,-0.8743368146914191,3.7656078916202045,-0.001137470314189759,1982364.2181556998,1.0,2026-05-17 00:57:00
1779020340000,1779020400000,1,60,-1,5.88603015545567,-0.9886347178122598,3.3559932321589097,-0.0008540503327469917,989138.1816746001,1.0,2026-05-17 12:19:00
1779025980000,1779026040000,1,60,-1,10.332920782607156,-0.9447153289969432,3.061833859796717,-0.0007731925840956944,1614099.081242,1.0,2026-05-17 13:53:00
1779036840000,1779036900000,1,60,1,6.173851952592476,0.9287056997875406,3.2671136682436126,0.0008166453719713473,876647.8797905,1.0,2026-05-17 16:54:00
1779050040000,1779050100000,1,60,-1,8.574998572154168,-0.9525776196364688,3.6444052730932137,-0.000942445245335044,1128567.1999788003,1.0,2026-05-17 20:34:00
1779055740000,1779055800000,1,60,-1,6.084120935601114,-0.8744382858699199,3.9418647691762945,-0.001070053601143539,859135.0456035001,1.0,2026-05-17 22:09:00
1779057360000,1779057420000,1,60,-1,6.93752320980667,-0.8132403657081784,5.325566690365927,-0.0015007462765861401,1051903.5503209,1.0,2026-05-17 22:36:00
1779062880000,1779062940000,1,60,-1,53.69365966028986,-0.8902125034151761,3.733906597730238,-0.001587677147866895,8495174.4840762,1.0,2026-05-18 00:08:00
1779066600000,1779066660000,1,60,1,8.425960461706762,0.9190529083540424,3.029303264588763,0.0013517157343883035,1404920.2448014,1.0,2026-05-18 01:10:00
1779180120000,1779180180000,1,60,1,16.505730151705947,0.8398808972981114,3.0710068172843106,0.001651713920402198,6291778.4645137,1.0,2026-05-19 08:42:00
