formation,holding,quantile,residualize,spread_mult,tier,n_periods,avg_names,gross_sharpe,net_sharpe,gross_mean_bps,net_mean_bps,gross_ann_return,net_ann_return,avg_turnover,avg_cost_bps,mean_ic,net_max_drawdown,hit_rate
3,3,0.1,demean,0.5,T1_liquid,1973,21.14749113025849,-0.34278548220383587,-2.6151630489791495,-2.7149100326389144,-20.712018851763695,-0.09909421619132038,-0.7559886880893749,1.671350815091312,17.99710881912478,-0.011731971620126416,-0.9866090326892754,0.4450076026355803
3,3,0.1,demean,0.5,T2_mid,1973,21.09477952356817,1.4433121756295373,-1.5138629978772937,11.524448971664354,-12.082251185157762,0.42064238746574895,-0.44100216825825833,1.7174374634207377,23.60670015682211,-0.0471574917581441,-0.9390447653348595,0.4683223517486062
3,3,0.1,demean,0.5,T3_illiquid,1973,21.056259503294477,2.3851044284807648,-2.4806662523781386,17.02153778254248,-17.723915640006418,0.6212861290628006,-0.6469229208602343,1.7506950488830872,34.7454534225489,-0.07361559114621974,-0.9767683697173016,0.4414597060314242
3,3,0.1,none,0.5,T1_liquid,1973,21.14749113025849,-0.34278548220383587,-2.6151630489791495,-2.7149100326389144,-20.712018851763695,-0.09909421619132038,-0.7559886880893749,1.671350815091312,17.99710881912478,-0.011731971620126416,-0.9866090326892754,0.4450076026355803
3,3,0.1,none,0.5,T2_mid,1973,21.09477952356817,1.4433121756295373,-1.5138629978772937,11.524448971664354,-12.082251185157762,0.42064238746574895,-0.44100216825825833,1.7174374634207377,23.60670015682211,-0.0471574917581441,-0.9390447653348595,0.4683223517486062
3,3,0.1,none,0.5,T3_illiquid,1973,21.056259503294477,2.3851044284807648,-2.4806662523781386,17.02153778254248,-17.723915640006418,0.6212861290628006,-0.6469229208602343,1.7506950488830872,34.7454534225489,-0.07361559114621974,-0.9767683697173016,0.4414597060314242
3,3,0.2,demean,0.5,T1_liquid,1973,43.334009123162694,-0.7028877507248594,-3.9167327939902785,-3.585311555494233,-19.98706369191653,-0.13086387177553951,-0.7295278247549533,1.5223675266945749,16.401752136422292,-0.011731971620126416,-0.9823078651397098,0.40141915864166244
3,3,0.2,demean,0.5,T2_mid,1973,43.19006588950836,1.297140124462889,-2.900870127403081,6.657580177233135,-14.884512093050498,0.24300167646900944,-0.5432846913963432,1.563794912244161,21.542092270283632,-0.0471574917581441,-0.9567130242657376,0.43689812468322353
3,3,0.2,demean,0.5,T3_illiquid,1973,43.099847947288396,3.0061089813467303,-3.6683760464166104,14.255868013763193,-17.409267935351846,0.5203391825023566,-0.6354382796403424,1.5925018290905326,31.665135949115033,-0.07361559114621974,-0.9709299538073402,0.39178915357323874
3,3,0.2,none,0.5,T1_liquid,1973,43.334009123162694,-0.7028877507248594,-3.9167327939902785,-3.585311555494233,-19.98706369191653,-0.13086387177553951,-0.7295278247549533,1.5223675266945749,16.401752136422292,-0.011731971620126416,-0.9823078651397098,0.40141915864166244
3,3,0.2,none,0.5,T2_mid,1973,43.19006588950836,1.297140124462889,-2.900870127403081,6.657580177233135,-14.884512093050498,0.24300167646900944,-0.5432846913963432,1.563794912244161,21.542092270283632,-0.0471574917581441,-0.9567130242657376,0.43689812468322353
3,3,0.2,none,0.5,T3_illiquid,1973,43.099847947288396,3.0061089813467303,-3.6683760464166104,14.255868013763193,-17.409267935351846,0.5203391825023566,-0.6354382796403424,1.5925018290905326,31.665135949115033,-0.07361559114621974,-0.9709299538073402,0.39178915357323874
3,3,0.3,demean,0.5,T1_liquid,1973,65.33198175367461,-0.7374341639481318,-4.481523870866876,-2.9218164312391948,-17.768645003661597,-0.10664629974023061,-0.6485555426336482,1.3775263004993383,14.846828572422401,-0.011731971620126416,-0.9710906894667882,0.3968575772934617
3,3,0.3,demean,0.5,T2_mid,1973,65.06943740496706,1.2027582523485771,-3.794823464480807,4.679064033231726,-14.763160789688582,0.17078583721295798,-0.5388553688236333,1.4093049970199523,19.44222482292031,-0.0471574917581441,-0.950081388230496,0.40598073998986317
3,3,0.3,demean,0.5,T3_illiquid,1973,64.8362899138368,2.650724057911767,-5.013648000027547,9.776920972321323,-18.508276847902295,0.35685761548972833,-0.6755521049484338,1.4218522441182981,28.285197820223615,-0.07361559114621974,-0.9752738490884545,0.35631018753167765
3,3,0.3,none,0.5,T1_liquid,1973,65.33198175367461,-0.7374341639481318,-4.481523870866876,-2.9218164312391948,-17.768645003661597,-0.10664629974023061,-0.6485555426336482,1.3775263004993383,14.846828572422401,-0.011731971620126416,-0.9710906894667882,0.3968575772934617
3,3,0.3,none,0.5,T2_mid,1973,65.06943740496706,1.2027582523485771,-3.794823464480807,4.679064033231726,-14.763160789688582,0.17078583721295798,-0.5388553688236333,1.4093049970199523,19.44222482292031,-0.0471574917581441,-0.950081388230496,0.40598073998986317
3,3,0.3,none,0.5,T3_illiquid,1973,64.8362899138368,2.650724057911767,-5.013648000027547,9.776920972321323,-18.508276847902295,0.35685761548972833,-0.6755521049484338,1.4218522441182981,28.285197820223615,-0.07361559114621974,-0.9752738490884545,0.35631018753167765
3,6,0.1,demean,0.5,T1_liquid,1973,21.14749113025849,0.3640945303784156,-1.1574301684791197,4.305970327197333,-13.691138491927452,0.15716791694270263,-0.49972655495535195,1.671350815091312,17.99710881912478,-0.014451624593464428,-0.9641880042331132,0.47237709072478457
3,6,0.1,demean,0.5,T2_mid,1973,21.09477952356817,1.9180235338890448,-0.047570418837392235,23.03548664818599,-0.5712135086361215,0.8407952626587886,-0.020849293065218436,1.7174374634207377,23.60670015682211,-0.043761464994025015,-0.6526672002001562,0.5220476431829701
3,6,0.1,demean,0.5,T3_illiquid,1973,21.056259503294477,2.653163239412233,-0.6307303605700764,28.07099800696223,-6.67445541558667,1.0245914272541214,-0.24361762266891343,1.7506950488830872,34.7454534225489,-0.07067043302626748,-0.8375777168904271,0.48808920425747593
3,6,0.1,none,0.5,T1_liquid,1973,21.14749113025849,0.3640945303784156,-1.1574301684791197,4.305970327197333,-13.691138491927452,0.15716791694270263,-0.49972655495535195,1.671350815091312,17.99710881912478,-0.014451624593464428,-0.9641880042331132,0.47237709072478457
3,6,0.1,none,0.5,T2_mid,1973,21.09477952356817,1.9180235338890448,-0.047570418837392235,23.03548664818599,-0.5712135086361215,0.8407952626587886,-0.020849293065218436,1.7174374634207377,23.60670015682211,-0.043761464994025015,-0.6526672002001562,0.5220476431829701
3,6,0.1,none,0.5,T3_illiquid,1973,21.056259503294477,2.653163239412233,-0.6307303605700764,28.07099800696223,-6.67445541558667,1.0245914272541214,-0.24361762266891343,1.7506950488830872,34.7454534225489,-0.07067043302626748,-0.8375777168904271,0.48808920425747593
3,6,0.2,demean,0.5,T1_liquid,1973,43.334009123162694,0.06622633467772464,-2.1061006084386094,0.49974233640189686,-15.902009800020396,0.018240595278669235,-0.5804233577007444,1.5223675266945749,16.401752136422292,-0.014451624593464428,-0.966800890284675,0.45311708058793715
3,6,0.2,demean,0.5,T2_mid,1973,43.19006588950836,1.4761808216099217,-1.4082732976379828,11.026656129714548,-10.515436140569086,0.40247294873458095,-0.38381341913077166,1.563794912244161,21.542092270283632,-0.043761464994025015,-0.9009845389817936,0.4769386720729853
3,6,0.2,demean,0.5,T3_illiquid,1973,43.099847947288396,3.0169568406173886,-1.6915112608867928,20.292354208317096,-11.372781740797933,0.740670928603574,-0.4151065335391246,1.5925018290905326,31.665135949115033,-0.07067043302626748,-0.9089731978140524,0.45108971109984797
3,6,0.2,none,0.5,T1_liquid,1973,43.334009123162694,0.06622633467772464,-2.1061006084386094,0.49974233640189686,-15.902009800020396,0.018240595278669235,-0.5804233577007444,1.5223675266945749,16.401752136422292,-0.014451624593464428,-0.966800890284675,0.45311708058793715
3,6,0.2,none,0.5,T2_mid,1973,43.19006588950836,1.4761808216099217,-1.4082732976379828,11.026656129714548,-10.515436140569086,0.40247294873458095,-0.38381341913077166,1.563794912244161,21.542092270283632,-0.043761464994025015,-0.9009845389817936,0.4769386720729853
3,6,0.2,none,0.5,T3_illiquid,1973,43.099847947288396,3.0169568406173886,-1.6915112608867928,20.292354208317096,-11.372781740797933,0.740670928603574,-0.4151065335391246,1.5925018290905326,31.665135949115033,-0.07067043302626748,-0.9089731978140524,0.45108971109984797
3,6,0.3,demean,0.5,T1_liquid,1973,65.33198175367461,0.02134117145107915,-2.511180127696579,0.1250515500271941,-14.721777022395205,0.0045643815759925845,-0.537344861317425,1.3775263004993383,14.846828572422401,-0.014451624593464428,-0.9536713676497912,0.44703497212366955
3,6,0.3,demean,0.5,T2_mid,1973,65.06943740496706,1.3340572878210126,-2.0749310248628112,7.609813570156308,-11.832411252764,0.2777581953107052,-0.431883010725886,1.4093049970199523,19.44222482292031,-0.043761464994025015,-0.9126355766510177,0.4546376077040041
3,6,0.3,demean,0.5,T3_illiquid,1973,64.8362899138368,2.7088640910597515,-2.572851907814384,14.50994657292737,-13.775251247296252,0.529613049911849,-0.5027966705263132,1.4218522441182981,28.285197820223615,-0.07067043302626748,-0.939551131993875,0.41713127217435375
3,6,0.3,none,0.5,T1_liquid,1973,65.33198175367461,0.02134117145107915,-2.511180127696579,0.1250515500271941,-14.721777022395205,0.0045643815759925845,-0.537344861317425,1.3775263004993383,14.846828572422401,-0.014451624593464428,-0.9536713676497912,0.44703497212366955
3,6,0.3,none,0.5,T2_mid,1973,65.06943740496706,1.3340572878210126,-2.0749310248628112,7.609813570156308,-11.832411252764,0.2777581953107052,-0.431883010725886,1.4093049970199523,19.44222482292031,-0.043761464994025015,-0.9126355766510177,0.4546376077040041
3,6,0.3,none,0.5,T3_illiquid,1973,64.8362899138368,2.7088640910597515,-2.572851907814384,14.50994657292737,-13.775251247296252,0.529613049911849,-0.5027966705263132,1.4218522441182981,28.285197820223615,-0.07067043302626748,-0.939551131993875,0.41713127217435375
3,12,0.1,demean,0.5,T1_liquid,1973,21.14749113025849,-0.07227186627985965,-1.2076836544015763,-1.1454837783656262,-19.14259259749041,-0.04181015791034536,-0.6987046298084,1.671350815091312,17.99710881912478,-0.007666473675213313,-0.9936420791158883,0.4728839330968069
3,12,0.1,demean,0.5,T2_mid,1973,21.09477952356817,1.3767077295815038,-0.17804041310660973,20.903537878984068,-2.703162277838047,0.7629791325829185,-0.09866542314108873,1.7174374634207377,23.60670015682211,-0.03488115248300531,-0.8489334952314527,0.5190065889508363
3,12,0.1,demean,0.5,T3_illiquid,1973,21.056259503294477,2.5891008933996384,0.09912906953256193,36.12848879888379,1.383035376334885,1.318689841159258,0.0504807912362233,1.7506950488830872,34.7454534225489,-0.05634954838661476,-0.7649832568980581,0.48808920425747593
3,12,0.1,none,0.5,T1_liquid,1973,21.14749113025849,-0.07227186627985965,-1.2076836544015763,-1.1454837783656262,-19.14259259749041,-0.04181015791034536,-0.6987046298084,1.671350815091312,17.99710881912478,-0.007666473675213313,-0.9936420791158883,0.4728839330968069
3,12,0.1,none,0.5,T2_mid,1973,21.09477952356817,1.3767077295815038,-0.17804041310660973,20.903537878984068,-2.703162277838047,0.7629791325829185,-0.09866542314108873,1.7174374634207377,23.60670015682211,-0.03488115248300531,-0.8489334952314527,0.5190065889508363
3,12,0.1,none,0.5,T3_illiquid,1973,21.056259503294477,2.5891008933996384,0.09912906953256193,36.12848879888379,1.383035376334885,1.318689841159258,0.0504807912362233,1.7506950488830872,34.7454534225489,-0.05634954838661476,-0.7649832568980581,0.48808920425747593
3,12,0.2,demean,0.5,T1_liquid,1973,43.334009123162694,-0.21520728295314503,-1.8499666422693555,-2.158134842665027,-18.55988697908732,-0.07877192175727349,-0.6774358747366872,1.5223675266945749,16.401752136422292,-0.007666473675213313,-0.9844691435471211,0.4642676127724278
3,12,0.2,demean,0.5,T2_mid,1973,43.19006588950836,0.9149173186317561,-1.294600736320361,8.921610662127973,-12.620481608155664,0.32563878916767103,-0.46064757869768175,1.563794912244161,21.542092270283632,-0.03488115248300531,-0.9426536438909219,0.486568677141409
3,12,0.2,demean,0.5,T3_illiquid,1973,43.099847947288396,2.726766277772825,-0.8409038145961006,24.20406054860754,-7.461075400507494,0.8834482100241752,-0.27232925211852355,1.5925018290905326,31.665135949115033,-0.05634954838661476,-0.860334685700826,0.45919918905220475
3,12,0.2,none,0.5,T1_liquid,1973,43.334009123162694,-0.21520728295314503,-1.8499666422693555,-2.158134842665027,-18.55988697908732,-0.07877192175727349,-0.6774358747366872,1.5223675266945749,16.401752136422292,-0.007666473675213313,-0.9844691435471211,0.4642676127724278
3,12,0.2,none,0.5,T2_mid,1973,43.19006588950836,0.9149173186317561,-1.294600736320361,8.921610662127973,-12.620481608155664,0.32563878916767103,-0.46064757869768175,1.563794912244161,21.542092270283632,-0.03488115248300531,-0.9426536438909219,0.486568677141409
3,12,0.2,none,0.5,T3_illiquid,1973,43.099847947288396,2.726766277772825,-0.8409038145961006,24.20406054860754,-7.461075400507494,0.8834482100241752,-0.27232925211852355,1.5925018290905326,31.665135949115033,-0.05634954838661476,-0.860334685700826,0.45919918905220475
3,12,0.3,demean,0.5,T1_liquid,1973,65.33198175367461,-0.2423026664660169,-2.1729309804836396,-1.8622869898607721,-16.70911556228317,-0.06797347512991819,-0.6098827180233356,1.3775263004993383,14.846828572422401,-0.007666473675213313,-0.9738482950445086,0.45869234668018244
