gdx_weight,entry_threshold,lookback,train_cumulative,train_sharpe,train_annual,train_round_trips_per_day,test_cumulative,test_sharpe,test_annual,test_round_trips_per_day
2.0,0.2,30,123.73035146985957,5.793411438203527,0.5905693445327111,47.49807692307692,3.4048091521240176,5.437165278327486,0.4989011711621981,46.866402116402114
2.0,0.3,30,120.69576957704096,5.930183211246825,0.5872860440949386,44.99038461538461,3.161724733215558,5.311745278353481,0.4798097600975379,44.30952380952381
2.0,0.4,30,108.80515857599246,6.004190417338889,0.5744717031597606,42.582692307692305,2.876463187730013,5.2267649438698225,0.4558243025227832,42.01322751322751
2.0,0.5,30,105.71017114584834,6.229685650316293,0.570619266915705,40.21346153846154,2.745936528987983,5.321144834653615,0.4440707016182411,39.80555555555556
2.0,0.7,30,80.79248523105294,6.275644360718833,0.5378088935418338,35.496634615384615,2.415741165350652,5.444754578985622,0.41265234373367055,34.77910052910053
2.0,1.0,30,44.463218346339076,6.283185823190423,0.46559585462006936,28.08221153846154,2.018134190882863,5.549280961635235,0.3707009090597859,27.615079365079364
2.0,1.25,30,21.38625422265928,5.77803772737378,0.379029510495018,21.775480769230768,1.5955803310349075,5.297225175542792,0.31994863126229817,21.38095238095238
2.0,1.5,30,8.425923503854298,5.15075457101079,0.27335713733217337,15.36298076923077,1.024586866423233,4.786419526442479,0.236444269392818,15.10846560846561
2.0,2.0,30,1.2349620041263432,2.790390318012386,0.09807121594641659,5.157211538461539,0.24606951990600923,2.5146848916544227,0.07377165218874907,4.945767195767195
2.0,2.5,30,0.36617069533156454,1.917252062685285,0.03800046177169512,1.2413461538461539,0.142314601749695,2.9238881412595017,0.04447145041239662,1.2076719576719577
2.5,0.2,30,86.4154129750202,5.289958122542373,0.5475595346070424,47.30384615384615,4.316252307443905,6.14088604156135,0.5616843434860108,47.0568783068783
2.5,0.3,30,80.20448786359611,5.455072378302592,0.5381195720273453,44.82211538461539,3.5049518292941038,5.767797433070273,0.5060445382541024,44.49603174603175
2.5,0.4,30,70.93994904988219,5.452962315155213,0.5231497578725333,42.372115384615384,3.287029286394308,5.789984090607454,0.48920655827929493,42.2989417989418
2.5,0.5,30,69.65439203511335,5.669093481446974,0.5205786856349752,39.972596153846155,2.9951019663522898,5.6733667416988025,0.4654477659776412,39.82142857142857
2.5,0.7,30,62.510740742505064,5.90047604495444,0.5071162884666656,35.25576923076923,2.5900000350612005,5.530917654480577,0.4293981995301675,35.101851851851855
2.5,1.0,30,39.92107574594948,6.105913577833929,0.45282101499980876,28.014423076923077,2.1162005239119597,5.0155564170154,0.3820185629812146,27.955026455026456
2.5,1.25,30,19.027182786080168,5.606092053945496,0.3654907061139848,21.703365384615385,1.6440254467331084,4.856036148251479,0.3265394103777552,21.752645502645503
2.5,1.5,30,7.6782603659203055,4.905950226373901,0.2633660059505982,15.283653846153847,1.0869427207703226,4.699179331313489,0.2467204358797288,15.164021164021165
2.5,2.0,30,1.4110749704554157,3.249803389524743,0.10719010834642417,5.130288461538462,0.32353839252598204,3.355704640011697,0.09384364562798321,4.76984126984127
