gdx_weight,entry_threshold,lookback,train_cumulative,train_sharpe,train_annual,train_round_trips_per_day,test_cumulative,test_sharpe,test_annual,test_round_trips_per_day
2.0,0.2,30,3.9471506173124222,1.9426486887492975,0.19901337256898738,51.64663461538461,0.568497403791064,1.66645496665482,0.15435311214650677,51.347883597883595
2.0,0.3,30,4.013548235051115,1.9589742877788048,0.2006278123320068,51.379326923076924,0.5560229759891187,1.6402219119872938,0.1516776457937566,51.11772486772487
2.0,0.4,30,4.130377704358309,1.9892722809621712,0.2034037999068214,51.166346153846156,0.5636601822138292,1.688188602900519,0.15315243795539518,50.914021164021165
2.0,0.5,30,4.123748623021625,1.9864609248680023,0.20325445211605425,50.96682692307692,0.5149526049538831,1.6031217600421648,0.1424333931698645,50.65873015873016
2.0,0.7,30,3.9196092580355595,1.965364379182405,0.1981747536439996,50.53125,0.5756385386529761,1.7333381422568452,0.15561362803355264,50.33862433862434
2.0,1.0,30,4.15654910943861,2.040666627097188,0.20377870985662982,49.82548076923077,0.5833307391297065,1.8159116703897702,0.156943818799437,49.89153439153439
2.0,1.25,30,4.526915955315674,2.162533297926418,0.21200807216554451,49.29326923076923,0.5294356845168888,1.7468858149029602,0.1451135283856969,49.432539682539684
2.0,1.5,30,4.718177446185096,2.2354486268606073,0.2159970320745797,48.78317307692308,0.5301122888281113,1.740823567826411,0.14529400065711254,49.01851851851852
2.0,2.0,30,4.519542766349413,2.258831258511373,0.2114217481005119,47.73269230769231,0.5319650939895024,1.7678678155014882,0.14560587981865258,48.33862433862434
2.0,2.5,30,4.275292762064689,2.2486120364443667,0.20573965481308382,46.75961538461539,0.4131736343456509,1.4872573943078016,0.11847006044435415,47.560846560846564
2.5,0.2,30,3.563280341857456,1.851807528660546,0.18919006622158477,51.36730769230769,0.5778867473896396,1.6866990912661834,0.15634746141470693,51.267195767195766
2.5,0.3,30,3.6337382128858993,1.8855892953596356,0.19095713134410502,51.10336538461539,0.630707722597581,1.7819290018587246,0.16744442944964202,51.03703703703704
2.5,0.4,30,3.7543316348282554,1.9255754042506792,0.19402029971115553,50.802403846153844,0.691218832703385,1.9190118153115094,0.17955991758021211,50.801587301587304
2.5,0.5,30,3.7595961407603147,1.9430838262937258,0.19406575979079332,50.50048076923077,0.689990681438498,1.921415625471134,0.17929341807578883,50.592592592592595
2.5,0.7,30,3.7783022263886936,1.9629537259317835,0.19446096127040854,49.93221153846154,0.6940512687374121,1.9132875975072845,0.18017048827261442,50.15079365079365
2.5,1.0,30,4.324681542287348,2.1367245605812686,0.2073912432283913,49.10192307692308,0.6702911047645081,1.932757945778308,0.17513332388933686,49.55952380952381
2.5,1.25,30,4.64234599449598,2.2383613728495915,0.21428944426062912,48.47596153846154,0.6394158739098925,1.8824771378832386,0.16882442176979506,49.035714285714285
2.5,1.5,30,4.617421178910147,2.244471312009279,0.2137017041731733,47.86105769230769,0.5586944840663024,1.7516354392540248,0.1517160483847057,48.49338624338624
2.5,2.0,30,4.9924697903274895,2.4360828187541608,0.22112559924049535,46.60240384615385,0.49191822953211406,1.638481767852085,0.1368595229646613,47.79761904761905
2.5,2.5,30,4.481365823017029,2.3519453463685758,0.21019005466654317,45.31442307692308,0.4877955787219317,1.6856569392223346,0.1356936706842146,46.91534391534392
3.0,0.2,30,3.6466570938338414,1.8455819494250625,0.1915480816605511,50.471634615384616,0.5723249905666776,1.6952976777574957,0.15505823741956282,50.34920634920635
3.0,0.3,30,3.639048734989191,1.8657787496734182,0.19121564195492757,50.07115384615385,0.6128702616913633,1.7852345025380683,0.16355944153834281,50.11904761904762
3.0,0.4,30,3.8843088595798605,1.9461020781570193,0.19735143143464168,49.75,0.6311122975265036,1.8395464366618806,0.16724731233471613,49.97222222222222
