gdx_weight,entry_threshold,lookback,train_cumulative,train_sharpe,train_annual,train_round_trips_per_day,test_cumulative,test_sharpe,test_annual,test_round_trips_per_day
2.0,0.2,30,90.37653214930563,5.182090683790629,0.5532890288967814,51.839903846153845,3.827547928034952,5.738722817999295,0.5295560862178645,51.567460317460316
2.0,0.3,30,89.56843885930638,5.19918942675559,0.5521510110333192,51.57163461538462,3.6800673735000284,5.695266782703767,0.51909072437492,51.335978835978835
2.0,0.4,30,94.73957691705229,5.269413320798933,0.558876586097835,51.35721153846154,3.734681399564078,5.772542283130731,0.522917320895907,51.129629629629626
2.0,0.5,30,97.27787262069525,5.317443634072152,0.5620155170015175,51.15769230769231,3.7480499839301,5.7965384063525995,0.5238389599798574,50.87433862433863
2.0,0.7,30,101.09011999478162,5.367380158897623,0.566621626465402,50.72355769230769,3.6465944517824953,5.686542852326865,0.5166669205086241,50.551587301587304
2.0,1.0,30,108.78529485021427,5.5703154168665,0.575201642324487,50.01586538461538,3.9355125768852393,5.97351114571531,0.5367234783745813,50.104497354497354
2.0,1.25,30,103.11916829206311,5.66006999848527,0.5684786976131592,49.48317307692308,3.6340330507686653,5.9078655279828265,0.5154428250633342,49.642857142857146
2.0,1.5,30,107.13051420060816,5.756236935868549,0.5729791464070177,48.97403846153846,3.4347266038352187,5.661140693886264,0.5008636554968642,49.22751322751323
2.0,2.0,30,106.62603673736969,5.915524408332645,0.5721370158179148,47.92451923076923,3.1843018567989505,5.558862587001927,0.4812900674390379,48.544973544973544
2.0,2.5,30,93.25439807981425,5.950537715508257,0.555712462070963,46.94711538461539,3.095515546471016,5.534037330623395,0.47404692029499956,47.76851851851852
2.5,0.2,30,94.31705764003294,5.1626636160753545,0.5585589715221009,51.56875,4.086713847599545,5.841278324726231,0.5471440371325189,51.492063492063494
2.5,0.3,30,93.79456516829775,5.1556529296439875,0.5578926050056023,51.301923076923075,4.1402892114212175,5.899745681764038,0.550611344211108,51.26058201058201
2.5,0.4,30,88.57056216932912,5.080394419794252,0.551038536624277,51.00096153846154,4.243758326703309,5.951061838054533,0.5572976075900415,51.02513227513227
