formation,holding,quantile,residualize,spread_mult,rebalance_every,tier,n_periods,avg_names,gross_sharpe,net_sharpe,gross_mean_bps,net_mean_bps,gross_ann_return,net_ann_return,avg_turnover,avg_cost_bps,mean_ic,net_max_drawdown,hit_rate
3,3,0.1,demean,1.0,3,T1_liquid,2486,19.045856798069188,-1.5243976936532526,-4.74133420557738,-9.117962508971445,-28.373776909440913,-0.6656112631549154,-2.0712857143891865,1.671724906228124,19.255814400469472,-0.008252100524747773,-0.999412866410434,0.43925985518905875
3,3,0.1,demean,1.0,3,T2_mid,2486,18.983105390185035,0.20977340457166055,-4.990481159857813,1.2074261523843466,-28.733610616000572,0.0881421091240573,-2.0975535749680416,1.711095569532818,29.941036768384922,-0.031841733661228715,-0.9994306819395531,0.4324215607401448
3,3,0.1,demean,1.0,3,T3_illiquid,2486,18.942880128720837,0.6667085210868418,-8.86188170384189,3.6862662483685535,-49.100282863889525,0.2690974361309044,-3.5843206490639354,1.7708401246112426,52.78654911225809,-0.051247279619191094,-0.9999967162240567,0.3278358809332261
3,3,0.1,none,1.0,3,T1_liquid,2486,19.045856798069188,-1.5243976936532526,-4.74133420557738,-9.117962508971445,-28.373776909440913,-0.6656112631549154,-2.0712857143891865,1.671724906228124,19.255814400469472,-0.008252100524747773,-0.999412866410434,0.43925985518905875
3,3,0.1,none,1.0,3,T2_mid,2486,18.983105390185035,0.20977340457166055,-4.990481159857813,1.2074261523843466,-28.733610616000572,0.0881421091240573,-2.0975535749680416,1.711095569532818,29.941036768384922,-0.031841733661228715,-0.9994306819395531,0.4324215607401448
3,3,0.1,none,1.0,3,T3_illiquid,2486,18.942880128720837,0.6667085210868418,-8.86188170384189,3.6862662483685535,-49.100282863889525,0.2690974361309044,-3.5843206490639354,1.7708401246112426,52.78654911225809,-0.051247279619191094,-0.9999967162240567,0.3278358809332261
3,3,0.2,demean,1.0,3,T1_liquid,2486,39.16492357200322,-2.153019409048377,-6.797167330407908,-8.188072793367672,-25.855572780181028,-0.59772931391584,-1.8874568129532152,1.5329766372632319,17.667499986813354,-0.008252100524747773,-0.9986228142411897,0.38857602574416733
3,3,0.2,demean,1.0,3,T2_mid,2486,39.02413515687852,-0.2933951233904871,-7.86387284921837,-1.0775810015774077,-28.89954984226144,-0.07866341311515075,-2.109667138485085,1.586786779149985,27.82196884068403,-0.031841733661228715,-0.9993463500540563,0.3684633950120676
3,3,0.2,demean,1.0,3,T3_illiquid,2486,38.9195494770716,1.0271563146449816,-12.613217769218243,3.6687324071264613,-45.140819676754525,0.2678174657202317,-3.2952798364030804,1.6346926758713571,48.80955208388098,-0.051247279619191094,-0.9999885961348828,0.24497184231697505
3,3,0.2,none,1.0,3,T1_liquid,2486,39.16492357200322,-2.153019409048377,-6.797167330407908,-8.188072793367672,-25.855572780181028,-0.59772931391584,-1.8874568129532152,1.5329766372632319,17.667499986813354,-0.008252100524747773,-0.9986228142411897,0.38857602574416733
